ticker,trade_num,entry_date,entry_price,entry_vix,exit_date,exit_price,exit_vix,exit_reason,holding_days,gross_return_pct,net_return_pct
STLAM.MI,32,2019-09-06,7.305622100830078,15.0,2019-09-24,6.926546573638916,17.05,stop_loss,18,-5.188819267671818,-5.488819267671818
STLAM.MI,33,2019-10-04,6.532399654388428,17.04,2019-11-21,7.79019021987915,13.13,trailing_stop,48,19.254648093151296,18.954648093151295
STLAM.MI,34,2019-11-22,7.7461395263671875,12.34,2020-01-08,7.4169111251831055,13.45,stop_loss,47,-4.250225548654485,-4.550225548654485
STLAM.MI,35,2020-01-09,7.437777519226074,12.54,2020-01-22,7.083046436309815,12.91,stop_loss,13,-4.769315591913137,-5.069315591913137
STLAM.MI,36,2020-05-18,4.517035484313965,29.3,2020-05-19,4.312427520751953,30.53,vix_exit,1,-4.529695732356798,-4.829695732356798
STLAM.MI,37,2020-05-20,4.244031429290772,27.99,2020-05-21,4.253884792327881,29.53,vix_exit,1,0.23216988849574793,-0.06783011150425207
STLAM.MI,38,2020-05-22,4.298516273498535,28.16,2020-05-25,4.448639392852783,28.16,vix_exit,3,3.49244040972454,3.1924404097245396
STLAM.MI,39,2020-05-26,4.599342346191406,28.01,2020-05-27,4.728600025177002,27.62,vix_exit,1,2.8103513340908437,2.510351334090844
STLAM.MI,40,2020-05-29,4.603399753570557,27.51,2020-06-01,4.765116214752197,28.23,vix_exit,3,3.5129788816669283,3.212978881666928
STLAM.MI,41,2020-06-02,4.832931518554688,26.84,2020-06-03,5.08217191696167,25.66,vix_exit,1,5.1571266311159825,4.857126631115982
STLAM.MI,42,2020-06-04,5.044495582580566,25.81,2020-06-08,5.452552795410156,25.81,vix_exit,4,8.08915789794078,7.789157897940779
STLAM.MI,43,2020-06-10,5.0723185539245605,27.57,2020-06-11,4.681649684906006,40.79,vix_exit,1,-7.7019781952828215,-8.001978195282822
STLAM.MI,44,2020-06-12,4.7488861083984375,36.09,2020-06-15,4.750625133514404,34.4,vix_exit,3,0.03661964250714078,-0.2633803574928592
STLAM.MI,45,2020-06-16,4.886257648468018,33.67,2020-06-17,4.867710590362549,33.47,vix_exit,1,-0.3795759339723648,-0.6795759339723648
STLAM.MI,46,2020-06-18,4.852639675140381,32.94,2020-06-19,4.8995890617370605,35.12,vix_exit,1,0.9675020141552526,0.6675020141552526
STLAM.MI,47,2020-06-22,4.966246604919434,31.77,2020-06-23,5.253742218017578,31.37,vix_exit,1,5.788991888025841,5.48899188802584
STLAM.MI,48,2020-06-24,5.022470951080322,33.84,2020-06-25,5.095502853393555,32.22,vix_exit,1,1.4541030306511438,1.154103030651144
STLAM.MI,49,2020-06-26,5.005081653594971,34.73,2020-06-29,5.116949558258057,31.78,vix_exit,3,2.2350865061858682,1.9350865061858684
STLAM.MI,50,2020-06-30,5.184186458587647,30.43,2020-07-01,5.092606067657471,28.62,vix_exit,1,-1.7665335084248945,-2.0665335084248944
STLAM.MI,51,2020-07-02,5.216065883636475,27.68,2020-07-03,5.158682346343994,27.68,vix_exit,1,-1.100130607485239,-1.4001306074852389
STLAM.MI,52,2020-07-06,5.218964099884033,27.94,2020-07-07,5.206791877746582,29.43,vix_exit,1,-0.23323061635395215,-0.5332306163539522
STLAM.MI,53,2020-07-08,5.098401546478272,28.08,2020-07-09,5.002762794494629,29.26,vix_exit,1,-1.8758575822594103,-2.17585758225941
STLAM.MI,54,2020-07-10,5.119848728179932,27.29,2020-07-13,5.249104499816895,32.19,vix_exit,3,2.5246013798324363,2.2246013798324364
STLAM.MI,55,2020-07-14,5.20447301864624,29.52,2020-07-15,5.257219314575195,27.76,vix_exit,1,1.0134800534075117,0.7134800534075116
STLAM.MI,56,2020-07-16,5.316920757293701,28.0,2020-07-17,5.310545444488525,25.68,vix_exit,1,-0.1199061091220921,-0.4199061091220921
STLAM.MI,57,2020-07-20,5.3418450355529785,24.46,2020-07-23,5.341265678405762,26.08,vix_exit,3,-0.010845637478451575,-0.31084563747845156
STLAM.MI,58,2020-07-24,5.260697364807129,25.84,2020-07-28,5.374884128570557,25.44,vix_exit,4,2.170563251315527,1.8705632513155273
STLAM.MI,59,2020-07-29,5.307647228240967,24.1,2020-07-31,4.996386528015137,24.46,stop_loss,2,-5.864381840783839,-6.1643818407838396
STLAM.MI,60,2020-08-03,5.236932277679443,24.28,2020-08-21,5.40618371963501,22.54,trailing_stop,18,3.231881433276129,2.9318814332761294
STLAM.MI,61,2020-08-24,5.580072402954102,22.37,2020-08-31,5.350539684295654,26.41,vix_exit,7,-4.113436208048704,-4.413436208048704
STLAM.MI,62,2020-09-03,5.378361701965332,33.6,2020-09-04,5.466464996337891,30.75,vix_exit,1,1.6381065323361366,1.3381065323361367
STLAM.MI,63,2020-09-07,5.584708213806152,30.75,2020-09-08,5.570797920227051,31.46,vix_exit,1,-0.24907825165715325,-0.5490782516571533
STLAM.MI,64,2020-09-09,5.571377277374268,28.81,2020-09-10,5.730195999145508,29.71,vix_exit,1,2.85061868662555,2.5506186866255502
STLAM.MI,65,2020-09-11,5.746424674987793,26.87,2020-09-14,5.786418914794922,25.85,vix_exit,3,0.6959847569430355,0.39598475694303553
STLAM.MI,66,2020-09-15,6.307503700256348,25.59,2020-09-16,6.26693058013916,26.04,vix_exit,1,-0.6432516260836851,-0.9432516260836851
